t_rel_s,shm_used_mb,shm_sm_block_count,images_out_mb,pipelines
12.2,39861.32,5829,3700.24,2
12.2,39861.32,5829,3700.24,2
12.2,39861.32,5829,3700.24,2
12.2,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.3,39861.32,5829,3700.24,2
12.4,39861.32,5829,3700.24,2
12.4,39861.32,5829,3700.24,2
12.4,39861.32,5829,3700.24,2
12.4,39861.32,5829,3700.24,2
12.4,39861.32,5829,3700.24,2
12.4,39861.32,5829,3700.24,2
12.4,39867.0,5830,3700.24,2
12.4,39878.39,5830,3700.24,2
12.4,39878.39,5830,3700.24,2
12.4,39878.39,5830,3700.24,2
12.4,39878.39,5830,3700.24,2
12.4,39878.39,5830,3700.24,2
12.4,39878.39,5830,3700.24,2
12.4,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.5,39878.39,5830,3700.24,2
12.6,39879.54,5831,3700.24,2
12.6,39882.36,5835,3700.24,2
12.6,39884.33,5836,3700.24,2
12.6,39884.55,5837,3700.24,2
12.6,39884.55,5837,3700.24,2
12.6,39884.55,5837,3700.24,2
12.6,39884.55,5837,3700.24,2
12.6,39884.55,5837,3700.24,2
12.6,39884.55,5837,3700.24,2
12.6,39884.55,5837,3700.24,2
12.6,39884.61,5838,3700.24,2
12.6,39884.62,5839,3700.24,2
12.6,39884.62,5839,3700.24,2
12.6,39884.66,5840,3700.24,2
12.6,39884.66,5840,3700.24,2
12.6,39884.66,5840,3700.24,2
12.6,39884.66,5840,3700.24,2
12.6,39884.66,5840,3700.24,2
12.7,39884.67,5841,3700.24,2
12.7,39891.85,5841,3700.24,2
12.7,39901.03,5841,3700.24,2
12.7,39901.79,5841,3700.24,2
12.7,39901.79,5841,3700.24,2
12.7,39901.79,5841,3700.24,2
12.7,39901.79,5841,3700.24,2
12.7,39909.05,5842,3700.24,2
12.7,39918.93,5842,3700.24,2
12.7,39918.93,5842,3700.24,2
12.7,39918.93,5842,3700.24,2
12.7,39918.93,5842,3700.24,2
12.7,39918.93,5842,3700.24,2
12.7,39918.93,5842,3700.24,2
12.7,39932.69,5843,3700.24,2
12.8,39951.75,5843,3700.24,2
12.8,39967.09,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.8,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
12.9,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.0,39970.32,5843,3700.24,2
13.1,39970.32,5843,3700.24,2
13.1,39974.01,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.1,39987.45,5844,3700.24,2
13.2,39987.45,5844,3700.24,2
13.2,39987.45,5844,3700.24,2
13.2,39987.93,5845,3700.24,2
13.2,39988.61,5847,3700.24,2
13.2,39988.61,5847,3700.24,2
13.2,39988.61,5847,3700.24,2
13.2,39991.12,5848,3700.24,2
13.2,39991.34,5849,3700.24,2
13.2,39991.4,5850,3700.24,2
13.2,39991.41,5851,3700.24,2
13.2,39991.41,5851,3700.24,2
13.2,39991.45,5852,3700.24,2
13.3,39991.45,5852,3700.24,2
13.3,39991.45,5852,3700.24,2
13.3,39991.88,5853,3700.24,2
13.3,39993.21,5853,3700.24,2
13.3,39993.43,5854,3700.24,2
13.3,39993.43,5854,3700.24,2
13.3,39993.43,5854,3700.24,2
13.3,39993.43,5854,3700.24,2
13.3,39993.43,5854,3700.24,2
13.3,39993.43,5854,3700.24,2
13.3,39993.43,5854,3700.24,2
13.3,39993.43,5854,3700.24,2
13.3,39993.43,5854,3700.24,2
13.3,39993.43,5854,3700.24,2
13.4,39994.24,5855,3700.24,2
13.4,39998.36,5855,3700.24,2
13.4,40005.57,5855,3700.24,2
13.4,40010.59,5855,3700.24,2
13.4,40010.59,5855,3700.24,2
13.4,40010.59,5855,3700.24,2
13.4,40010.59,5855,3700.24,2
13.4,40010.59,5855,3700.24,2
13.4,40010.59,5855,3700.24,2
13.4,40010.59,5855,3700.24,2
13.4,40013.09,5856,3700.24,2
13.4,40022.1,5856,3700.24,2
13.4,40027.75,5856,3700.24,2
13.4,40027.75,5856,3700.24,2
13.4,40027.75,5856,3700.24,2
13.4,40027.75,5856,3700.24,2
13.4,40027.75,5856,3700.24,2
13.4,40030.83,5857,3700.24,2
13.4,40046.07,5857,3700.24,2
13.4,40056.45,5857,3700.24,2
13.4,40066.0,5857,3700.24,2
13.4,40073.92,5857,3700.24,2
13.4,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.5,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.6,40079.22,5857,3700.24,2
13.7,40079.22,5857,3700.24,2
13.7,40079.22,5857,3700.24,2
13.7,40079.22,5857,3700.24,2
13.7,40079.22,5857,3700.24,2
13.7,40079.22,5857,3700.24,2
13.7,40079.22,5857,3700.24,2
47.2,40069.33,5777,3731.92,2
